parent_hashtag;Instagram_auto_desc;post_date
climatereality;outdoors and tree.;2021-04-26
climatereality;outdoors and tree.;2021-04-26
climatereality;nature and tree.;2021-04-26
climatereality;hawk and nature.;2021-04-23
climatereality;"tree and text that says 'oH MY GOD HUMANS ARE THE ONLY CREATURES THAT WILL CUT DOWN A TREE, TURN IT INTO PAPER, THEN WRITE ""SAVE TREES"" ON IT!'.";2021-10-05
climatereality;Photo by EcoActionFamilies ☀️ in London, United Kingdom with @london_cycling_campaign, @greenpeaceuk, @wwf_uk, @friends_earth, @_wearepossible, @theclimatecoalition, @_ukycc_, @sustainable_stephanie, @adapt_____, @peacewiththewild, @xr.brighton, @ukscn, @youthstrike4climate, @xrebellionuk, @bristolys4c, @ecolivinguk, @musicdeclares, @ecofriendlyhenri, and @climatecensusuk.;2021-03-05
climatereality;"Photo by Studio Petrichor in Planet Earth with @abu_de_pooter_y_thumbelina, @moovingart, @leighlaughing, and @chrisottelandscape. May be a cartoon of text that says 'Friend: ""So are you really gonna drag your kids through the woods and get them obsessed with your weird mushroom fascination too?"" Me:'.";2021-09-14
climatescience;1 person, standing and outdoors.;2021-07-12
climatescience;text that says 'DID YOU KNOW? case is closed: 99.9%. of scientists agree RESEARCH CONCLUDES: WE ARE DESTROYING EARTH. According to a recent survey based on 90,000 studies, the role of humans in climate change is now scientific consensus. There is the same level of agreement about climate change than about evolution. This debate is over. It's time for action. EASY ECO TIPS'.;2021-10-20
climatescience;text that says 'Cတေ #ecochanger MINERALISED cO Iceland's new carbon plant captures CO2 from the air into Basalt rock to tackle climate change'.;2021-11-01
climatescience;outdoors and text.;2021-07-21
climatescience;text that says 'WILDLIFE TRAFFICKING IN HONG KONG ELEPHANT IVORY TRAFFICKING MAP IVORY SEIZURES (2013 -2017) WOOD LOGS PANGOLIN OTHER SOURCE COUNTRY TRANSIT COUNTRY CONSUMPTION COUNTRY IVORY % OF TOTAL VOLUME % OF TOTAL VALUE TRADE VALUE $26.5 MN 19.8 TONS 2013- 2017 IVORY SEIZURES 10% ESTIMATED TRAFFICKING SEIZED EARTHORG'.;2021-10-01
climatescience;text.;2021-08-18
climatescience;outdoors and text that says 'OCEANS LESS PLASTIC'.;2021-08-23
climatescience;text that says 'WARMING WATERS KILLED 14% OF THE WORLD'S CORALS IN A DECADE. EARTHORG'.;2021-10-08
climatescience;"fruit and text that says 'France will ban plastic packaging for fruits & vegetables by January 2022, potentially eliminating o over 1 billion ""unnecessary plastic packages"" a year.'.";2021-10-14
climatechangeart;Photo by Mark Mulholland in Glasgow, United Kingdom. May be art.;2021-11-05
climatechangeart;Photo by Brianna Young in Arts District LA. May be a closeup.;2021-10-19
climatechangeart;Photo by Billie Bond MRSS SPS on November 02, 2021. May be a closeup.;2021-11-02
climatechangeart;outdoors and text that says 'NO ICE CAPS NO CARDIFF CARDIFF THE 6TH MOST AT RISK CITY IN THE WORLD FROM OCEAN BASED FLOODING'.;2021-09-13
climatechangeart;Photo by Suzanne Watters in Chautauqua, New York. May be a closeup.;2021-08-10
climatechangeart;Photo by Sam Suttie on July 16, 2021.;2021-07-16
climatechangeart;wading bird.;2021-11-04
climatechangeart;Photo by Zwia Lipkin, Textile Artist in Santa Clara Convention Center. May be art.;2021-10-16
climatechangeart;Photo by Natural Beings on October 13, 2021.;2021-10-13
climateactivism;outdoors, people and sign;2021-11-12
climateactivism;outdoors, people and sign;2021-11-12
climateactivism;outdoors, people and sign;2021-11-12
climateactivism;outdoors, people and sign;2021-11-12
climateactivism;outdoors, people and sign;2021-11-12
climateactivism;outdoors, people and sign;2021-11-12
climateactivism;flower.;2021-10-07
climateactivism;1 person and text that says 'LIFEGATE I Non possiamo più permettere ai potenti di decidere cos'è la speranza. La speranza è dire la verità, agire, e viene sempre dalla gente. Greta Thunberg Attivista per clima'.;2021-09-28
climateactivism;outdoors.;2022-02-10
climateactivism;Photo shared by PARENTSFORFUTURE UK on October 25, 2021 tagging @xoli_fuyani, @anitab_art, @familiaspeloclima, @parentsforfutureglobal, @parentsforfuturenigeria, and @rodzicedlaklimatu. May be a cartoon of one or more people and text.;2021-10-25
climateactivism;"one or more people, braids and text that says '""Women are not just victims, vulnerable to the_worst the worst effects of climate breakdown. Overwhelmingly, they are also the key to solving and leading positive climate futures."" Joycelyn Longdon, Climate in Colour'.";2022-03-08
climateactivism;"one or more people, jewelry, outdoors and text that says '""Women play a critical role in food production. Direct impacts of climate change affecting food production affect women. While we have that, we also have lot of women championing for a better environment and are playing a big role in climate action."" Anita Soina, Spice Warriors Kenya'.";2022-03-08
climateactivism;"one or more people and text that says '""We have to talk about the unique struggles of BIPOC women in the climate space. As an Asian American woman myself, my personal struggle has been around being very underestimated and undermined in this work."" ""It is due to other BIPOC women's support, collective wisdom, and nurturing energy that I've been able to keep going and create avenues for others to do this work as well."" Kristy Drutman, @browngirl_green'.";2022-03-08
climateactivism;"one or more people, flower and text that says '""Our planet is being treated the way women have been treated all throughout history exploited, extracted from, and disrespected in so many ways. You cannot separate the fight for equality for women and the fight to save our planet, they are the same fight."" Jamie Margolin, Zero Hour'.";2022-03-08
climateactivism;"‎one or more people, braids, eyeglasses, outdoors and ‎text that says '‎ןI۱ ""Women are leading the way in developing equitable climate solutions. As a result, women's empowerment is deeply connected the protection of our planet and one cannot be achieved without the other."" Arielle King, Intersectional Environmentalist‎'‎‎.";2022-03-08
climateactivism;"one or more people and text that says '""Equality won't be handed down to us. It won't just appear. If we want it, we need to fight for it"" Luisa Neubauer, Fridays for Future'.";2022-03-08
climateactivism;"one or more people, people standing, outdoors and text that says '""이이스스 4٠0/0١4 시시시 시시시스스스! ""In addition to their gendered burdens, women of the Global South have been forced to carry the additional burden and effort of saving humanity's future, when it should be shared by us all. It's high time the rest of us step up.' Padmini Gopal, @climatekarma'.";2022-03-08
climateactivism;"one or more people, braids, outdoors and text that says '""We are drowning in promises. Commitments will not reduce CO2. Promises will not stop the suffering of people. Pledges will not stop the planet from warming. Only immediate and drastic action will pull us back from the abyss."" Vanessa Nakate, Rise Up Africa'.";2022-03-08
climateactivism;"one or more people, people standing and text that says 'and to be ""Women and girls are, continue disproportionately affected by the impacts of climate change. Women, especially women of colour are more vulnerable to the consequences of climate change but are so often excluded from the decision-making process; gender justice is not possible without women' meaningful participation, decision-making power and involvement."" Veronica Mulenga, VroaM,Yo Youth Climate Save Zambia'.";2022-03-08
climateactivism;"one or more people, headscarf and text that says '""The or be road to climate justice can not be concurring, or control, fighting, it must harmony, love, and gentleness. We must learn from the people who are still alive after power and greed tried to kill them over and over again. We must learn that harmony, and gentleness is not weakness or nomadic simplicity, these are the traits of our mother. These are the things that have kept us alive. Ayisha Siddiqa, Polluters Out'.";2022-03-08
climateactivism;4 people and text that says 'CORAL COAL Roughly 1.76 Million Signed Greta's Climate Action Appeal Out Of Nearly Eight Billion People.'.;2021-11-08
climateactivism;1 person and text that says 'n STOP PRESSURING YOURSELF Το BE THE PERFECT ENVIRONMENTALIST'.;2021-12-08
climateactivism;"one or more people and text that says 'ITS OKAY TO COMPLETELY IGNORE AND DISREGARD ""PERSPECTIVES"" & OPINIONS THAT ARE ROOTED IN ERASING OTHER PEOPLE'S HUMANITY. IT'S OKAY TO DECIDE SOMEONE ISN'T WORTH LISTENING TO IF THEY ARE SAYING HARMFUL THINGS. THAT'S OK BLAIR IMANI'.";2022-03-10
climateart;map and text.;2022-01-05
climateart;Photo shared by Aci_ART on October 13, 2021 tagging @oceanswellorg, @terramovment, and @daaddy__cool. May be a cartoon.;2021-10-24
climateart;outdoors.;2021-05-22
climateart;Photo shared by Terra Movement | Artivism on August 29, 2021 tagging @polkadot_lab. May be an illustration.;2021-08-29
climateart;1 person, jewelry and text that says 'STATEE ART GALLERY YAWARD 2021 FINALIST JANET ORMOND'.;2021-09-27
climateart;elephant and outdoors.;2021-08-04
climateart;one or more people, people standing and indoor.;2021-08-30
climateart;Photo by Annette Sjølund in Denmark.;2021-09-21
climateart;text that says '000 FIGHT CLIMATE CHANGE'.;2021-10-26
climatempo_photogroup;lake, nature, twilight, ocean and sky.;2022-01-03
climatempo_photogroup;one or more people, nature, coast and ocean.;2022-01-29
climatempo_photogroup;nature and tree.;2022-01-14
climatempo_photogroup;bird and nature.;2022-03-12
climatempo_photogroup;Photo by Rosanna in Santo Stefano Belbo. May be a closeup of nature.;2021-11-06
climatempo_photogroup;nature, tree and snow.;2022-01-04
climatempo_photogroup;nature and snow.;2022-01-01
climatempo_photogroup;bird and nature.;2022-03-11
climatempo_photogroup;twilight, nature, ocean and sky.;2022-01-12
climatechangeaction;1 person and text that says '6 NOVEMBER 2021 MÈ JOIN US! GLOBAL DAY OF CREATIVE ACTION MICRO GALLERIES'.;2021-09-10
climatechangeaction;outdoors and text that says 'Scientists believe that the Arctic is expected to be completely ice-free as early as 2040 19 years from now.'.;2021-10-18
climatechangeaction;text.;2021-10-13
climatechangeaction;text that says 'COP26 is the start, not the end, of the UK's year of climate leadership.'.;2021-09-20
climatechangeaction;text that says 'DID YOU KNOW? You can't recycle black plastic! Black plastic is often used for packaging and takeaway because it marks imperfections! @oceanrebuild'.;2021-09-18
climatechangeaction;one or more people and text that says 'MAKE THIS ONE CHANGE NOW TO HELP SAVE THE PLANET @TheFullFreezer'.;2021-08-15
climatechangeaction;one or more people and text that says 'TheHell FREEZER STOP @TheFullFreezer'.;2021-08-15
climatechangeaction;one or more people and text that says 'The TheFall FREEZER WASTING @TheFullFreezer'.;2021-08-15
climatechangeaction;text that says 'TheFall FREEZER FOOD @TheFullFreezer'.;2021-08-15
climatechangeaction;one or more people and text that says 'TheFull FREEZER If the UK stopped wasting food for a day @TheFullFreezer'.;2021-08-15
climatechangeaction;one or more people and text that says 'TheFell The FREEZER it could do the same for the planet as taking 14,000 cars off the road for a year. @TheFullFreezer'.;2021-08-15
climatechangeaction;one or more people and text that says 'The Full FREEZER So, next time you go to throw food in the bin, ask yourself @TheFullFreezer'.;2021-08-15
climatechangeaction;text that says 'The Fall FREEZER Can I Freeze This? @TheFullFreezer'.;2021-08-15
climatechangeaction;one or more people and text that says 'And don't forget to hit the notification bell! @TheFullFreezer'.;2021-08-15
climatechangeaction;1 person and text that says 'You have the skills, why don't you teach them too? This sunday 9.30am, On line workshop Join in, even if it's an idea for the future.'.;2021-07-23
climatechangeaction;one or more people, people standing, outdoors and text that says '££ WHEN COP FAILS POWER'.;2021-11-07
climatechangeaction;one or more people, people standing, outdoors and crowd.;2021-11-07
climatechangeaction;one or more people, people standing and outdoors.;2021-11-07
climatechangeaction;child, standing and outdoors.;2021-11-07
climatechangeaction;one or more people, people standing, bird and outdoors.;2021-11-07
climatechangeaction;one or more people, people standing and outdoors.;2021-11-07
climatechangeaction;one or more people, people standing, outdoors and text that says 'SAVE THE THE ATOM'.;2021-11-07
climatechangeaction;one or more people, people standing and outdoors.;2021-11-07
climatechangeaction;one or more people, people standing, outdoors and text that says 'Save our Planet AINT NO RIVER IDE (ref'.;2021-11-07
climatechangeaction;one or more people, people standing, outdoors and crowd.;2021-11-07
climatechangeaction;one or more people, people sitting and indoor.;2021-05-03
climatechanges;one or more people and text that says '2026 POIER WE WILL DEFEAT THE CLIMATE CRISIS 5 BR CLIMATE POWER 2020'.;2020-07-07
climatechanges;nature.;2020-03-04
climatechanges;one or more people, people standing and text.;2021-07-15
climatechanges;text that says '#VERDADEIRO OU FALSO? A 'Pegada de Carbono' mede quanto as atividades humanas impactam a natureza? A Pegada de Carbono é um índice que mede a quantidade total das emissões de gases do efeito estufa (em dióxido de carbono C02) causadas diretamente e indiretamente por uma pessoa, organização, evento ou produto. VERDADEIRO! Assim, é possível observar OS impactos que nossas ações cotidianas e nossos hábitos de consumo causam na natureza. www.autossustentavel.com'.;2020-05-15
climatechanges;body of water and text.;2021-04-24
climatechanges;one or more people and text that says '@reblionextinctiobr MY GTA Irmã Dorothy Stang Dorothy Stang chegou ao Brasil nos anos 1970 para realizar trabalhos pastorais na região amazonica. Sua atu ação focou projetos de reflorestamento e de geração de emprego e renda para a população pobre local.'.;2020-07-03
climatechanges;outdoors and text that says '28 ecoearthmarket'.;2021-01-29
climatechanges;"text that says '""Everyone has a second job in life- the job of leaving the world a better place"" CHRIS RICHARDSON Deloitte Chief Economist @homesanct'.";2021-03-23
climatechanges;flower and nature.;2021-04-09
climaterevolution;Photo shared by Ocean Rebuild ™️ on February 12, 2021 tagging @lafelicitastories.;2021-02-13
climaterevolution;text that says '3 things you can do about Climate Change 1. Divest your Bank & Super 2. Vote for Change 3. Have conversations @thegreenhub_'.;2021-01-14
climaterevolution;text that says 'on his Isaias Hernandez @queerbrownvegan experience with environmental racism nando Way: ctory BM mmardS d'.;2020-08-29
climaterevolution;"text that says '""How did you feel growing up in a community that experienced environmental racism?""'.";2020-08-29
climaterevolution;"text that says '""Angry, sad, hopeless, confused, and a whole array of other emotions. grew up living most of my life in the San Fernando Valley, most notably in the cities of Sylmar, San Fernando, and Pacoima. As someone who grew plow-incomein Section housing, it was known that variety of these housing programs are near toxic facilities that generally have poor air quality.'.";2020-08-29
climaterevolution;text that says 'didn't recycle because I loved being eco-friendly, it was because we had to survive. felt ashamed doing it for years in fear of being bullied at school, especially since was teased at a lot in elementary for wearing second-hand clothing. grew a love and hate relationship with environmentalism growing up because had so many questions but yet felt so afraid to ask.'.;2020-08-29
climaterevolution;text that says 'A: grew up living near six toxic facilities and nearby Metrolink station that generated noise pollution that was one block away from my apartment, and every day in school, the air was smoggy. Playing outside for me wasn't allowed in my family, especially since my parents knew that there was bad air quality in my community was prevalent in the city of Sylmar. AoAAA'.;2020-08-29
climaterevolution;"text that says 'A: Throughout middle and high school, was exposed to general climate terminologies such as Global warming, water cycle, and the carbon cycle. was never a smart student; struggled a lot in my math, science, and writing courses that it almost seemed impossible for me even to study an environmental major.'.";2020-08-29
climaterevolution;Photo by Isaias Hernandez on August 28, 2020.;2020-08-29
climaterevolution;Photo by Isaias Hernandez on August 28, 2020.;2020-08-29
climaterevolution;text that says 'When resteamerom stems years of pain, degraded health issues that have to live with everyday, and frustration over the fact that this is still prevalent in the city grew up in.'.;2020-08-29
climaterevolution;nature.;2021-09-21
climaterevolution;one or more people and text that says '#breakfreefromplastic PLASTIC 15 OIL If plastic production continues as planned, the cumulation of greenhouse gas emissions from plastic could reach over 56 gigatons by 2050. That's 10-13% of the entire remaining carbon budget. Hold corporations accountable, join #BrandAudit2021 EMER GENCY GOWRATH EMERGENCY EMERG #BrandAudit2021 #breakfreefromplastic WARMING MING'.;2021-08-04
climaterevolution;Photo by Rahunan(コナン，南，Lovenan) on August 22, 2020.;2020-08-22
climaterevolution;one or more people.;2021-03-29
climaterevolution;Photo by BLACK PALMS in SpaceForce USA.;2021-07-22
climaterevolution;text that says 'Whatever we do to the earth, we do to each other. REP. JOHN LEWIS Black in the Garden'.;2020-09-07
climatepositive;nature, grass, fog and tree.;2021-08-31
climatepositive;outdoors.;2021-11-02
climatepositive;tree and text that says 'we have havenowplanted planted 530 trees treeswith Ecologi @ANDSOTOSHOP'.;2021-07-21
climatepositive;game fowl.;2021-11-22
climatepositive;"1 person and text that says 'BVN Climate Active NETWORKMEMBER NETWORK MEMBER CLIMATE ACTIVE ""OUR ACTIONS HAVE TO BE AIMED AT REGENERATING THE PLANET AND TAIS STARTS WITH GETTING OUR OWN HOUSE IN ORDER"" BVN Co-CEO NEIL LOGAN'.";2021-08-12
climatepositive;Photo by Loopy Ewes / Katie Allen on August 20, 2021. May be a closeup of nature.;2022-02-03
climatepositive;one or more people, people standing and outdoors.;2021-12-01
climatepositive;one or more people and outdoors.;2021-12-01
climatepositive;one or more people, people standing, footwear and outdoors.;2021-12-01
climatepositive;flower, outdoors and text.;2021-11-09
climatepositive;ChangeEco climate action climate crisis climate solution environment environmentally sustainable environmentally efficient environmentally friendly clean environment pollution free fossil fuels carbon emissions;2021-09-28
climateweek;text that says 'THERE IS NO PLAN(ET)'.;2021-09-24
climateweek;3 people, people sitting, outdoors and indoor.;2021-09-22
climateweek;one or more people, outdoors and tree.;2021-09-22
climateweek;one or more people, beard, people standing and outdoors.;2021-09-22
climateweek;one or more people, people smoking, people sitting, outdoors and indoor.;2021-09-22
climateweek;one or more people, people sitting and outdoors.;2021-09-22
climateweek;one or more people and text that says 'The purposeof Regeneration is end the climate crisis in onegeneration www.regeneration.org'.;2021-09-22
climateweek;tree, body of water and text that says 'regeneration.org Nooneiscomingtosaveus Nooneis coming to save us. There will beno game-changing event. The only way to successfully reverse global warming is to regenerate life on earth.'.;2021-09-22
climateweek;text that says 'Re gen Re generation the world's largest, most compléte listing and network of solutions to the climate crisis.'.;2021-09-22
climateweek;2 people, outdoors and text that says 'Leaving the land than we found it BETTER'.;2021-09-22
climateweek;body of water and text that says 'OCEANIC GLOBAL CLIMATE MONTH RESOURCES s Newsletters to add to vour inbox'.;2021-09-14
climateweek;"text that says 'OCEANIC GLOBAL The Frontline The Overview by Atmos The Climate Crisis by The New Yorker NEW YORKER THE Atmos THE MATE RISIS The Frontline reminder that warming world unjust. ""These were Sullivan about outhe viewers also photographer Joan grief. m (Photograph while loan Sullivan) We All Deserve Some Help ment Biden's Solar Plan the Prescience of my Carter'.";2021-09-14
climateweek;standing and text.;2021-09-14
climateweek;"text that says 'OCEANIC GLOBAL Planet Possible National Geographic Anti-Racism Daily Has great Environment section, which unpacks environmental racism GEOGRAPHIC PLANET POSSIBLE THE BIG TOPIC: ARD September 2021 TAKING THE LONG ROAD BACK To A STABLE CLIMATE Demand universal sick leave. morning EDITOR'SNOTE NOTE welcome Tuesday, teama 24, 2021 power can, Patreon today's newsletter, dismantling help wildlife; Canada's salmon risk; what should know about climate change; recycled swimsuits TAKE ACTION sickleave Leao ampaigns Ûhi workers. expansivepai Philadelphia. municipal KEY TAKEAWAYS leave employees. TheU.S. federal workers sick. organizing,'.";2021-09-14
climateweek;map and text.;2021-09-14
climateweek;one or more people, people standing, outdoors and text that says 'Intelligencer The Cut Vulture The Strategist Curbed Grub Street Magazine Subseribe NEWVORK CURBED Sign PARKS AND RECREATION AUG. 2021 I Tackled My Climate Clim Anxiety by Becoming a Parks Department Super Steward One weed at a time. By stephanie Foo'.;2021-09-20
climateweek;nature.;2021-01-26
climateweek;one or more people and text that says 'CLIMATE CLIM ATE WHAT CAN WE DO CHANGE RBOWT FENA'.;2021-09-15
climateweek;"flower, outdoors and text that says '""If half of American lawns were replaced with native plants, we would create the equivalent of a 20 million acre national park, nine times bigger than Yellowstone, or 100 times bigger than Shenandoah National Park."" Doug Tallamy'.";2021-09-23
climateweek;1 person, plant and outdoors.;2021-09-20
climateresilience;one or more people and text that says 'THE RESPONSIBILITY OF designing resilience NADIA HUGGINS YUTAKA TAKIURA GISELLE CARR THU. 7TH OCT. 11:00AM STARDUST RESENTS *details'.;2021-10-13
climateresilience;tree, nature and sky.;2021-04-22
climateresilience;ocean and nature.;2021-04-22
climateresilience;twilight, sky and nature.;2021-04-22
climateresilience;nature.;2021-04-22
climateresilience;tree and nature.;2021-04-22
climateresilience;wading bird, nature and body of water.;2021-04-22
climateresilience;ocean, nature and beach.;2021-04-22
climateresilience;Indian paintbrush and nature.;2021-04-22
climateresilience;ocean, coast and nature.;2021-04-22
climateresilience;nature, sky, twilight and ocean.;2021-04-22
climateresilience;indoor.;2022-02-23
climateresilience;Photo by Paisatges i Jardins in Barcelona, Spain with @asilvestradabcn, @kundukundu, @creaf_ecologia, @paisatges_i_jardins, @paris4nature, @masterpaisatge, @echotools, @planetabiodiverso, @galanthus_natura, @escolapaisatgisme, @ecourbeasoc, @paradiso.jardines.escuela, @lesrefardes, @treesofbarcelona, @institut_rubio_i_tuduri, @arboricultura18, @vivirlosparques, @enverdimbarcelona, @herbanova_paisajismo, and @barcelonaenverde.;2021-03-13
climateresilience;1 person and outdoors.;2021-12-08
climateresilience;outdoors.;2021-12-08
climateresilience;road.;2021-12-08
climateresilience;one or more people, people standing, grass, road and tree.;2021-12-08
climateresilience;standing and grass.;2021-12-08
climateresilience;outdoors.;2021-12-08
climateresilience;body of water and text that says 'AHIMSA ON AND OFF THE MAT: PANDEMIC LESSONS FROM A RESTLESS ENVIRONMENTALIST Written by Aya de Leon'.;2021-07-02
climateresilience;flower and nature.;2021-01-23
climateresilience;Photo by HIP V. HYPE in Elwood, Victoria, Australia with @apaiserbathware, @tesskellyphotography, @fieldwork_architects, @brodware, and @intracon__.;2020-03-26
climateresilience;text that says 'reasons why public libraries are a climate resilience powerhouse @ClimateResilienceProject'.;2021-08-05
climateresilience;text that says '1 Public libraries cultivate intergenerational community Community members that know, trust, and support one another are the best positioned to survive and thrive amidst extreme weather and climate-related disasters. Libraries foster connection organically by providing a social space and extensive programming for young children, elders, and everyone in between. In fact, folks who feel lonely, disconnected, or overwhelmed have long looked to the library for companionship and care. Friendships and support networks emerge from book clubs, story hours, movie nights, music classes, sewing circles, volunteer shifts, and more. @ClimateResilienceProject Inspiration: Palaces for the People (Klinenberg, 2018)'.;2021-08-05
climateresilience;text.;2021-08-05
climateresilience;text.;2021-08-05
climateresilience;text.;2021-08-05
climateresilience;text.;2021-08-05
climateresilience;text.;2021-08-05
climateresilience;book and text that says 'Take action to support your local library Sign up for a membership card Rent books (use Libby and OverDrive to rent e-books and audiobooks) •Join your local Friends of the Library Con your representatives and share the reasons why you support continued investment in your local libraries Attend programming and events (and talk to a librarian if there's anything you'd like to see added!) Volunteer on a regular basis Donate books of your own Shop at your library's book sale (typically at steep discounts!) Thank your librarians! @ClimateResilienceProject'.;2021-08-05
climatechangethefacts;text that says 'CAS BMSC CLIMATE ACTION SERIES'.;2021-07-16
climatechangethefacts;emperor penguin and nature.;2022-03-14
climatechangethefacts;Photo by MMORE Cases on November 06, 2020.;2020-11-06
climatechangethefacts;1 person, flower and outdoors.;2021-07-20
climatechangethefacts;text that says 'V for UNITY EQUALITY Will Climate Change Cause the End of Human Existence? The climate emergency isn't something we can self-isolate from, so we need to be as prepared as possible. #UnityForEquality'.;2021-01-20
climatechangethefacts;text that says 'When you and the homies wanna discuss climate change:'.;2021-11-02
climatechangethefacts;text that says 'Human activity has causedthe climate crisis'.;2021-11-08
climatechangethefacts;text that says 'Regenerative Agriculture shifts the paradigm Compete with nature Partner with nature Disturb soil → Protect soil Monoculture Diversity Input-based Process-based reNature.'.;2021-04-26
climatechangethefacts;map, sky and text that says 'Data SIO NOAA. U. S Navy. NGA, GEBCO Image Landsat Copernicus Data LDEO-Columbia NSF NOAA'.;2021-09-04
climatehope;Photo by Brenna Quinlan in Noongar Boodjar with @greenpeace, @robjgreenfield, @permaculturemagazine, @unclimatechange, @vandanashiva__navdanya, @ipcc, @cfigueres, @gretathunberg, @officialnaomiklein, @breakfreefromplastic, @extinctionrebellion, @schoolstrikeforclimate, and @xrebellionaus. May be a cartoon of text.;2021-08-11
climatehope;text that says 'JOIN WITH TCMMTATION COMMUNITY LEARN ABOUT THE CLIMATE CRISIS GIFTATREE 22 APRIL IS EARTH DAY WHAT CAN YOU DO? ದ REDUCE YOUR CARBON FOOTPRINT 御 CLEAN CLANLITR UP LOCAL LITTER CONTACT YOUR MP, TALK ABOUT CLIMATE CHANGE SWITCH SWITCHTOARENEWABLE TO RENEWABLE ENERGY ENERGYTARIFF TheClimae Reality Projeet TEAM UK TRAIN CLIMATE REALITY LEADER'.;2021-04-20
climatehope;nature.;2021-03-02
climatehope;bird and nature.;2021-08-21
climatehope;book, outdoors and text that says 'ALL'WE ALL CAN SAVE Truth, Courage, and Solutions for the Climate Crisis Edited by Ayana Elizabeth Johnson & Katharine Wilkinson'.;2021-07-18
climatehope;text that says 'Notes Five things I've learnt this year that I have to share with you'.;2021-06-30
climatehope;text that says 'Notes Don't waste too much time on your personal carbon footprint yes the richest 10% of the world (those earning over £28k) emit 50% of annual carbon emissions so the carbon elite must reduce luxury emissions (eg flying, driving and meat) as much as possible but the only way we can make the systemic changes required is by joining together to form large groups which can influence government.'.;2021-06-30
climatehope;text that says 'Notes the social mandate The government won't make any radical moves to reduce carbon emissions without to do so. This is why activism and making a noise about it is important you need to et them know you want this'.;2021-06-30
climatehope;text that says 'Notes Tech is not going to save us, it's too slow, too little, too late. It can help, but we are also going to have to completely change the way in which we're living.'.;2021-06-30
climatehope;text that says 'Notes It's easy as we go throngn this mellow June to be lulled into a false sense of security, because everything seems fine, normal. And yet it's really not and time is fast unning out. Unless we make radical changes in the next five years it will be too late, irreversible tipping points will have passed'.;2021-06-30
climatehope;text that says 'Notes The most powerful thing you can do is figure out where your influence lies, however big or small, and start taking steps to deploy it in the fight against climate change'.;2021-06-30
climatehope;outdoors.;2021-11-09
climatehope;sky and text that says 'How to Love a Burning World Jennifer Atkinson'.;2021-09-05
climatehope;nature and tree.;2021-06-12
climateeducation;one or more people and text.;2021-09-16
climateeducation;text that says 'We're Hiring! part-time t-time social media m manager'.;2021-04-27
climateeducation;‎book and ‎text that says '‎TIM FLANNERY ATMOSPHERE OF HOPE VINTAGE SUZUKI HANINGTON ELIZABETH KOLBERT ZERO WASTE LIFE ANITA VANDYKE THE SIXTH EXTINCTION JUST COOL IT! Peter Singer The Most Good You Can Do HAIF THE SkY RISE & RESIST THE WORLD HOW OCHANGE HOW TO CHANGE THE WORLD NICHOLAS KRISTOF SHERYL WUDUNN CLARE PRESS NAOMI KLEIN THIS CHANGES EVERYTHING LUCY SIEGLE EX O NUHN TURNING THE TIDE ON PLASTIC سحمH THIS IS A GOOD GUIDE ERIN RHOADS WASTE NOT 35 MAKE BIG DIFFERENCE BY THROWING AWAY LESS‎'‎‎.;2021-06-26
climateeducation;text.;2021-04-22
climateeducation;Photo by Holdfast Beach School in St Margaret's Bay Beach.;2020-12-03
climateeducation;text that says 'YOU'RE ON HOLY GROUND. ACT LIKE IT.'.;2021-04-22
climateeducation;text.;2021-10-13
climateeducation;one or more people, tree, lake and nature.;2021-06-27
climateeducation;text that says 'THE THEY WON CASE SHELL AGAINST RG'.;2021-05-26
climateprotest;text that says 'CLIMATE ACTION NOW'.;2020-08-21
climateprotest;one or more people, people standing, outdoors and text that says 'SEZA NOST FOR ACT or NOW želim SVOE WIM LATER UXUR TAX'.;2021-02-17
climateprotest;Photo by 🐾 Milo Bennett in Los Angeles, California with @leonardodicaprio, @climatereality, @ourplanets.plasticproblem, @gretathunberg, @inkka.healthylifestyle, @zerowastecalifornia, @ourplanet, @zero.waste.collective, @fridaysforfuture, @ecochronicles, @climate_change_world_2020, @cnnclimate, @saveourplanetearth__, @only.planet.earth, @sustainable.living.london.uk, and @pawsup.;2020-02-21
climateprotest;climate activism art;2021-09-03
climateprotest;outdoors and text that says '28 ecoearthmarket'.;2021-01-29
climateprotest;3 people, people standing and text that says 'CAPITALIST GROWTH'.;2021-11-07
climateprotest;one or more people, people standing and outdoors.;2021-03-20
climateprotest;one or more people and text that says 'Friends of the Earth 'If people were silent, nothing would change.' Malala Yousafzai'.;2021-06-02
climateprotest;one or more people, people standing and outdoors.;2021-12-13
climateadaptation;Photo by Dustin Jacobus on September 27, 2021. May be an illustration.;2021-09-27
climateadaptation;nature.;2021-04-26
climateadaptation;outdoors.;2020-12-30
climateadaptation;outdoors.;2020-12-30
climateadaptation;outdoors.;2020-12-30
climateadaptation;flower and outdoors.;2020-12-30
